Monster	AttackStyle	XP/hr	GP/hr	Cost/hr	Profitability	XP	Options
Reanimated Imp	range	192.2k XP/hr	0 GP/hr	517.6k cost gp/hr	0.0	187489	
Reanimated Imp	mage	187.9k XP/hr	0 GP/hr	505.9k cost gp/hr	0.0	187489	
Reanimated Imp	range-def	190.2k XP/hr	0 GP/hr	512.1k cost gp/hr	0.0	187489	
Reanimated Imp	mage-def	187.4k XP/hr	0 GP/hr	504.6k cost gp/hr	0.0	187489	
Reanimated Imp	range	196.5k XP/hr	0 GP/hr	529k cost gp/hr	0.0	187489	
Reanimated Imp	mage	196.5k XP/hr	0 GP/hr	529k cost gp/hr	0.0	187489	
Reanimated Imp	range-def	194.8k XP/hr	0 GP/hr	524.4k cost gp/hr	0.0	187489	
Reanimated Imp	mage-def	194.8k XP/hr	0 GP/hr	524.5k cost gp/hr	0.0	187489	
Reanimated Imp	range	196.6k XP/hr	0 GP/hr	529.4k cost gp/hr	0.0	187489	
Reanimated Imp	mage	190.2k XP/hr	0 GP/hr	512k cost gp/hr	0.0	187489	
Reanimated Imp	range-def	194k XP/hr	0 GP/hr	522.3k cost gp/hr	0.0	187489	
Reanimated Imp	mage-def	195.3k XP/hr	0 GP/hr	525.9k cost gp/hr	0.0	187489	
Reanimated Imp	atk-str-def	189.4k XP/hr	0 GP/hr	509.9k cost gp/hr	0.0	187487	
Reanimated Imp	atk-str-def	195.8k XP/hr	0 GP/hr	527.1k cost gp/hr	0.0	187487	
Reanimated Imp	atk-str-def	196.4k XP/hr	0 GP/hr	528.7k cost gp/hr	0.0	187487	
Red Dragon	range	189.5k XP/hr	1.3m GP/hr	247.5k cost gp/hr	5.1	185925.6	
Red Dragon	mage	191.4k XP/hr	1.3m GP/hr	250k cost gp/hr	5.2	185925.6	
Red Dragon	range-def	190.3k XP/hr	1.2m GP/hr	248.5k cost gp/hr	5.0	185925.6	
Red Dragon	mage-def	191.5k XP/hr	1.3m GP/hr	250.1k cost gp/hr	5.1	185925.6	
Red Dragon	range	189.9k XP/hr	1.3m GP/hr	248k cost gp/hr	5.2	185925.6	
Red Dragon	mage	187.7k XP/hr	1.2m GP/hr	245.1k cost gp/hr	5.0	185925.6	
Red Dragon	range-def	185.8k XP/hr	1.2m GP/hr	242.6k cost gp/hr	5.0	185925.6	
Red Dragon	mage-def	187.7k XP/hr	1.3m GP/hr	245.2k cost gp/hr	5.2	185925.6	
Red Dragon	range	187.5k XP/hr	1.2m GP/hr	244.8k cost gp/hr	4.9	185925.6	
Red Dragon	mage	189.8k XP/hr	1.3m GP/hr	247.8k cost gp/hr	5.2	185925.6	
Red Dragon	range-def	193.1k XP/hr	1.3m GP/hr	252.1k cost gp/hr	5.3	185925.6	
Red Dragon	mage-def	188.2k XP/hr	1.3m GP/hr	245.7k cost gp/hr	5.2	185925.6	
Ankou	atk-str-def	191.7k XP/hr	242k GP/hr	349.1k cost gp/hr	0.7	184962	
Ankou	range	188.8k XP/hr	243.1k GP/hr	343.9k cost gp/hr	0.7	184962	
Ankou	mage	194.6k XP/hr	272.6k GP/hr	354.4k cost gp/hr	0.8	184962	
Ankou	range-def	188.1k XP/hr	239.4k GP/hr	342.7k cost gp/hr	0.7	184962	
Ankou	mage-def	191.3k XP/hr	269.3k GP/hr	348.4k cost gp/hr	0.8	184962	
Ankou	atk-str-def	188.2k XP/hr	259.9k GP/hr	342.9k cost gp/hr	0.8	184962	
Ankou	range	187.3k XP/hr	289.8k GP/hr	341.1k cost gp/hr	0.8	184962	
Ankou	mage	189.7k XP/hr	295k GP/hr	345.5k cost gp/hr	0.9	184962	
Ankou	range-def	187.1k XP/hr	247.6k GP/hr	340.8k cost gp/hr	0.7	184962	
Ankou	mage-def	188.2k XP/hr	265.4k GP/hr	342.9k cost gp/hr	0.8	184962	
Kurask	range	188.7k XP/hr	1.8m GP/hr	357.1k cost gp/hr	5.0	184817	
Kurask	mage	191.2k XP/hr	1.5m GP/hr	361.9k cost gp/hr	4.2	184817	
Kurask	range-def	184.7k XP/hr	1.6m GP/hr	349.6k cost gp/hr	4.6	184817	
Kurask	mage-def	186.6k XP/hr	1.7m GP/hr	353.2k cost gp/hr	4.9	184817	
Kurask	range	191.6k XP/hr	1.6m GP/hr	362.7k cost gp/hr	4.5	184817	
Kurask	mage	189.9k XP/hr	1.8m GP/hr	359.4k cost gp/hr	4.9	184817	
Kurask	range-def	194.7k XP/hr	1.7m GP/hr	368.4k cost gp/hr	4.6	184817	
Kurask	mage-def	184.6k XP/hr	1.4m GP/hr	349.4k cost gp/hr	4.1	184817	
Kurask	range	194.6k XP/hr	1.6m GP/hr	368.3k cost gp/hr	4.5	184817	
Kurask	mage	191.9k XP/hr	1.3m GP/hr	363.3k cost gp/hr	3.5	184817	
Kurask	range-def	187.1k XP/hr	1.4m GP/hr	354.1k cost gp/hr	4.0	184817	
Kurask	mage-def	184.8k XP/hr	1.4m GP/hr	349.8k cost gp/hr	4.0	184817	
Kurask	atk-str-def	193.3k XP/hr	1.6m GP/hr	365.8k cost gp/hr	4.3	184816	
Kurask	atk-str-def	187.4k XP/hr	1.5m GP/hr	354.7k cost gp/hr	4.2	184816	
Kurask	atk-str-def	186.9k XP/hr	1.6m GP/hr	353.7k cost gp/hr	4.6	184816	
Warped Jelly	range	183.9k XP/hr	421.4k GP/hr	330.2k cost gp/hr	1.3	184311	
Warped Jelly	mage	188.3k XP/hr	193.2k GP/hr	338.2k cost gp/hr	0.6	184311	
Warped Jelly	range-def	185.8k XP/hr	308.4k GP/hr	333.7k cost gp/hr	0.9	184311	
Warped Jelly	mage-def	189.1k XP/hr	388.3k GP/hr	339.7k cost gp/hr	1.1	184311	
Warped Jelly	range	188.4k XP/hr	304.2k GP/hr	338.4k cost gp/hr	0.9	184311	
Warped Jelly	mage	186.9k XP/hr	263.3k GP/hr	335.7k cost gp/hr	0.8	184311	
Warped Jelly	range-def	191.1k XP/hr	269k GP/hr	343.1k cost gp/hr	0.8	184311	
Warped Jelly	mage-def	185.7k XP/hr	194.1k GP/hr	333.4k cost gp/hr	0.6	184311	
Warped Jelly	range	183.8k XP/hr	275k GP/hr	330.1k cost gp/hr	0.8	184311	
Warped Jelly	mage	192.9k XP/hr	325.5k GP/hr	346.4k cost gp/hr	0.9	184311	
Warped Jelly	range-def	185k XP/hr	331.6k GP/hr	332.2k cost gp/hr	1.0	184311	
Warped Jelly	mage-def	189.5k XP/hr	383.2k GP/hr	340.2k cost gp/hr	1.1	184311	
Warped Jelly	atk-str-def	186.3k XP/hr	341k GP/hr	334.6k cost gp/hr	1.0	184309	
Warped Jelly	atk-str-def	184.1k XP/hr	444k GP/hr	330.6k cost gp/hr	1.3	184309	
Warped Jelly	atk-str-def	191.4k XP/hr	254.1k GP/hr	343.8k cost gp/hr	0.7	184309	
Dagannoth	mage	190.5k XP/hr	670.1k GP/hr	527.7k cost gp/hr	1.3	184264	
Drake	range	182.4k XP/hr	1.1m GP/hr	357.8k cost gp/hr	3.1	183424.5	
Drake	mage	189.5k XP/hr	1.1m GP/hr	371.6k cost gp/hr	3.0	183424.5	
Drake	range-def	187.9k XP/hr	1.1m GP/hr	368.5k cost gp/hr	3.0	183424.5	
Drake	mage-def	191.6k XP/hr	1.7m GP/hr	375.7k cost gp/hr	4.6	183424.5	
Drake	range	184.4k XP/hr	1m GP/hr	361.6k cost gp/hr	2.8	183424.5	
Drake	mage	182.6k XP/hr	1.1m GP/hr	358.2k cost gp/hr	3.2	183424.5	
Drake	range-def	186.4k XP/hr	1m GP/hr	365.6k cost gp/hr	2.8	183424.5	
Drake	mage-def	191.5k XP/hr	1.2m GP/hr	375.5k cost gp/hr	3.1	183424.5	
Fire Giant	atk-str-def	183.4k XP/hr	557.2k GP/hr	198.2k cost gp/hr	2.8	183386	
Fire Giant	range	182.3k XP/hr	537.2k GP/hr	197k cost gp/hr	2.7	183386	
Fire Giant	mage	182.8k XP/hr	531.2k GP/hr	197.6k cost gp/hr	2.7	183386	
Fire Giant	range-def	189k XP/hr	533.9k GP/hr	204.2k cost gp/hr	2.6	183386	
Fire Giant	mage-def	182.1k XP/hr	542.1k GP/hr	196.9k cost gp/hr	2.8	183386	
Fire Giant	atk-str-def	193.1k XP/hr	527.9k GP/hr	208.7k cost gp/hr	2.5	183386	
Fire Giant	range	183k XP/hr	562k GP/hr	197.8k cost gp/hr	2.8	183386	
Fire Giant	mage	189.1k XP/hr	599.9k GP/hr	204.3k cost gp/hr	2.9	183386	
Fire Giant	range-def	193.1k XP/hr	568.3k GP/hr	208.6k cost gp/hr	2.7	183386	
Fire Giant	mage-def	186.4k XP/hr	565.3k GP/hr	201.4k cost gp/hr	2.8	183386	
Blue Dragon	range	182.2k XP/hr	1.3m GP/hr	417.4k cost gp/hr	3.0	182570.8	
Blue Dragon	mage	182.9k XP/hr	1.3m GP/hr	419k cost gp/hr	3.1	182570.8	
Blue Dragon	range-def	183.4k XP/hr	1.3m GP/hr	420.1k cost gp/hr	3.1	182569.8	
Blue Dragon	mage-def	191.7k XP/hr	1.3m GP/hr	439.2k cost gp/hr	3.1	182569.8	
Wolf	mage-def	178.6k XP/hr	603.8k GP/hr	660.1k cost gp/hr	0.9	176395	
Ankou	atk-str-def	183.3k XP/hr	558.1k GP/hr	441k cost gp/hr	1.3	176227	
Ankou	range	177k XP/hr	537.6k GP/hr	426.1k cost gp/hr	1.3	176227	
Ankou	mage	181.1k XP/hr	553k GP/hr	435.8k cost gp/hr	1.3	176227	
Ankou	range-def	178.3k XP/hr	550.9k GP/hr	429.2k cost gp/hr	1.3	176227	
Ankou	mage-def	175.7k XP/hr	570.7k GP/hr	422.9k cost gp/hr	1.3	176227	
Moss giant	atk-str-def	175.2k XP/hr	630.4k GP/hr	463.9k cost gp/hr	1.4	176227	
Moss giant	range	178.6k XP/hr	696.9k GP/hr	472.9k cost gp/hr	1.5	176227	
Moss giant	mage	178.7k XP/hr	795.4k GP/hr	473.4k cost gp/hr	1.7	176227	
Moss giant	range-def	178.3k XP/hr	772.9k GP/hr	472.1k cost gp/hr	1.6	176227	
Moss giant	mage-def	185k XP/hr	831.6k GP/hr	489.9k cost gp/hr	1.7	176227	
Skeleton	range	184.2k XP/hr	383.1k GP/hr	593.3k cost gp/hr	0.6	175309	
Skeleton	mage	176.4k XP/hr	431.9k GP/hr	568.4k cost gp/hr	0.8	175309	
Skeleton	range-def	175.6k XP/hr	413k GP/hr	565.6k cost gp/hr	0.7	175309	
Skeleton	mage-def	184.3k XP/hr	392.1k GP/hr	593.6k cost gp/hr	0.7	175309	
Skeleton	atk-str-def	179.3k XP/hr	323.4k GP/hr	577.6k cost gp/hr	0.6	175307	
Baby black Dragon	range	176.8k XP/hr	396.7k GP/hr	481.8k cost gp/hr	0.8	175250	
Baby black Dragon	mage	181.8k XP/hr	407.9k GP/hr	495.4k cost gp/hr	0.8	175250	
Baby black Dragon	range-def	174.8k XP/hr	392.3k GP/hr	476.4k cost gp/hr	0.8	175250	
Baby black Dragon	mage-def	177.3k XP/hr	398k GP/hr	483.3k cost gp/hr	0.8	175250	
Spiritual Ranger	atk-str-def	175.2k XP/hr	361.9k GP/hr	291.4k cost gp/hr	1.2	175125	
Spiritual Ranger	mage	184k XP/hr	382.9k GP/hr	306.2k cost gp/hr	1.3	175125	
Spiritual Ranger	range-def	180.1k XP/hr	377.8k GP/hr	299.7k cost gp/hr	1.3	175125	
Spiritual Ranger	mage-def	175k XP/hr	390.3k GP/hr	291.1k cost gp/hr	1.3	175125	
Spiritual Ranger	atk-str-def	184.5k XP/hr	392.4k GP/hr	306.9k cost gp/hr	1.3	175125	
Spiritual Ranger	range	181.8k XP/hr	382.3k GP/hr	302.4k cost gp/hr	1.3	175125	
Spiritual Ranger	mage	176.7k XP/hr	380.5k GP/hr	294k cost gp/hr	1.3	175125	
Spiritual Ranger	range-def	181k XP/hr	385.5k GP/hr	301.2k cost gp/hr	1.3	175125	
Spiritual Ranger	mage-def	183.1k XP/hr	381.5k GP/hr	304.7k cost gp/hr	1.3	175125	
Spiritual Ranger	atk-str-def	175.3k XP/hr	390.5k GP/hr	291.6k cost gp/hr	1.3	175125	
Spiritual Ranger	range	184.5k XP/hr	405.6k GP/hr	307k cost gp/hr	1.3	175125	
Spiritual Ranger	mage	179k XP/hr	374.4k GP/hr	297.7k cost gp/hr	1.3	175125	
Spiritual Ranger	range-def	179.1k XP/hr	361.2k GP/hr	298k cost gp/hr	1.2	175125	
Spiritual Ranger	mage-def	174.7k XP/hr	385.1k GP/hr	290.6k cost gp/hr	1.3	175125	
Dark Beast	range	182.4k XP/hr	317.4k GP/hr	349.6k cost gp/hr	0.9	174750	
Dark Beast	mage	182.6k XP/hr	328.5k GP/hr	350.1k cost gp/hr	0.9	174750	
Dark Beast	range-def	174k XP/hr	405.1k GP/hr	333.5k cost gp/hr	1.2	174750	
Dark Beast	mage-def	174.7k XP/hr	255.3k GP/hr	334.8k cost gp/hr	0.8	174750	
Dark Beast	range	182.7k XP/hr	329.2k GP/hr	350.2k cost gp/hr	0.9	174750	
Dark Beast	mage	179.8k XP/hr	293.1k GP/hr	344.6k cost gp/hr	0.9	174750	
Dark Beast	range-def	177.5k XP/hr	303.2k GP/hr	340.2k cost gp/hr	0.9	174750	
Dark Beast	mage-def	176.1k XP/hr	299.5k GP/hr	337.5k cost gp/hr	0.9	174750	
Dark Beast	atk-str-def	174.9k XP/hr	319.3k GP/hr	335.3k cost gp/hr	1.0	174748	
Dark Beast	atk-str-def	184.1k XP/hr	254.4k GP/hr	352.9k cost gp/hr	0.7	174748	
Spiritual Ranger	range	176.8k XP/hr	392.4k GP/hr	296.4k cost gp/hr	1.3	173783	
Dust Devil	atk-str-def	174.8k XP/hr	1.2m GP/hr	187.7k cost gp/hr	6.4	173473	
Dust Devil	range	176.1k XP/hr	1.2m GP/hr	189.2k cost gp/hr	6.5	173473	
Dust Devil	mage	181.3k XP/hr	1.3m GP/hr	194.7k cost gp/hr	6.4	173473	
Dust Devil	range-def	180.2k XP/hr	1.2m GP/hr	193.6k cost gp/hr	6.4	173473	
Dust Devil	mage-def	181.7k XP/hr	1.3m GP/hr	195.1k cost gp/hr	6.6	173473	
Dust Devil	atk-str-def	174.4k XP/hr	1.2m GP/hr	187.3k cost gp/hr	6.6	173473	
Dust Devil	range	173.4k XP/hr	1.2m GP/hr	186.2k cost gp/hr	6.4	173473	
Dust Devil	mage	175.1k XP/hr	1.1m GP/hr	188.1k cost gp/hr	5.9	173473	
Dust Devil	mage-def	179.1k XP/hr	1.3m GP/hr	192.4k cost gp/hr	6.5	173473	
Green dragon	atk-str-def	176.9k XP/hr	1.7m GP/hr	404.8k cost gp/hr	4.2	173283	
Catablepon	atk-str-def	171.8k XP/hr	90.3k GP/hr	179.3k cost gp/hr	0.5	172809	
Catablepon	range	177.8k XP/hr	115.9k GP/hr	185.6k cost gp/hr	0.6	172809	
Catablepon	mage	178.1k XP/hr	103k GP/hr	185.9k cost gp/hr	0.6	172809	
Catablepon	range-def	172.7k XP/hr	101k GP/hr	180.3k cost gp/hr	0.6	172809	
Catablepon	mage-def	179.1k XP/hr	115.1k GP/hr	186.9k cost gp/hr	0.6	172809	
Catablepon	atk-str-def	176.2k XP/hr	107.6k GP/hr	183.9k cost gp/hr	0.6	172809	
Catablepon	range	179.5k XP/hr	117.5k GP/hr	187.4k cost gp/hr	0.6	172809	
Catablepon	mage	179.5k XP/hr	112.4k GP/hr	187.4k cost gp/hr	0.6	172809	
Catablepon	range-def	173.6k XP/hr	95.7k GP/hr	181.1k cost gp/hr	0.5	172809	
Catablepon	mage-def	180.9k XP/hr	105.9k GP/hr	188.8k cost gp/hr	0.6	172809	
Wyrm	range	175.5k XP/hr	880.8k GP/hr	143.1k cost gp/hr	6.2	172654.8	
Wyrm	mage	178.7k XP/hr	858.7k GP/hr	145.6k cost gp/hr	5.9	172654.8	
Wyrm	range-def	177.7k XP/hr	1.1m GP/hr	144.8k cost gp/hr	7.5	172654.8	
Wyrm	mage-def	171.3k XP/hr	856.4k GP/hr	139.6k cost gp/hr	6.1	172654.8	
Wyrm	range	176.1k XP/hr	945.5k GP/hr	143.5k cost gp/hr	6.6	172654.8	
Wyrm	mage	174.5k XP/hr	924.5k GP/hr	142.2k cost gp/hr	6.5	172654.8	
Wyrm	range-def	178.5k XP/hr	893.1k GP/hr	145.5k cost gp/hr	6.1	172654.8	
Wyrm	mage-def	181k XP/hr	3m GP/hr	147.5k cost gp/hr	20.5	172654.8	
Wyrm	range	173.4k XP/hr	861k GP/hr	141.4k cost gp/hr	6.1	172654.8	
Wyrm	mage	173.4k XP/hr	889.8k GP/hr	141.3k cost gp/hr	6.3	172654.8	
Wyrm	range-def	176.6k XP/hr	941.8k GP/hr	144k cost gp/hr	6.5	172654.8	
Wyrm	mage-def	172k XP/hr	926.3k GP/hr	140.2k cost gp/hr	6.6	172654.8	
Lesser demon	atk-str-def	172.2k XP/hr	310.7k GP/hr	678.7k cost gp/hr	0.5	172347	
Greater Nechryael	atk-str-def	181.6k XP/hr	1.7m GP/hr	166k cost gp/hr	10.4	172323	
Greater Nechryael	mage-def	176k XP/hr	1.7m GP/hr	161k cost gp/hr	10.5	172323	
Dust Devil	range-def	171.7k XP/hr	1.2m GP/hr	185.9k cost gp/hr	6.6	172144	
Cave Horror	range	172.1k XP/hr	1.2m GP/hr	333.6k cost gp/hr	3.6	171637	
Cave Horror	mage	173.2k XP/hr	1.1m GP/hr	335.8k cost gp/hr	3.4	171637	
Cave Horror	range-def	176.5k XP/hr	476.1k GP/hr	342.2k cost gp/hr	1.4	171637	
Cave Horror	mage-def	171.7k XP/hr	519.3k GP/hr	332.9k cost gp/hr	1.6	171637	
Cave Horror	atk-str-def	172.8k XP/hr	1.9m GP/hr	334.9k cost gp/hr	5.5	171636	
Steel Dragon	range	177.3k XP/hr	1.2m GP/hr	352.2k cost gp/hr	3.3	171494	
Steel Dragon	mage	177.5k XP/hr	1.2m GP/hr	352.7k cost gp/hr	3.5	171494	
Steel Dragon	range-def	174.3k XP/hr	1.2m GP/hr	346.3k cost gp/hr	3.4	171494	
Steel Dragon	mage-def	170.9k XP/hr	1.1m GP/hr	339.5k cost gp/hr	3.1	171494	
Mutated Bloodveld	range	172.9k XP/hr	471.8k GP/hr	125.1k cost gp/hr	3.8	171322	
Mutated Bloodveld	mage	171.3k XP/hr	287k GP/hr	123.8k cost gp/hr	2.3	171322	
Mutated Bloodveld	range-def	170.5k XP/hr	318.3k GP/hr	123.2k cost gp/hr	2.6	171322	
Mutated Bloodveld	mage-def	173.9k XP/hr	290.3k GP/hr	125.7k cost gp/hr	2.3	171322	
Mutated Bloodveld	range	173.8k XP/hr	303.1k GP/hr	125.7k cost gp/hr	2.4	171322	
Mutated Bloodveld	mage	171.3k XP/hr	290.3k GP/hr	123.9k cost gp/hr	2.3	171322	
Mutated Bloodveld	range-def	171.5k XP/hr	338.3k GP/hr	124k cost gp/hr	2.7	171322	
Mutated Bloodveld	mage-def	175.9k XP/hr	403.3k GP/hr	127.2k cost gp/hr	3.2	171322	
Mutated Bloodveld	atk-str-def	179k XP/hr	330.4k GP/hr	129.4k cost gp/hr	2.6	171320	
Mutated Bloodveld	atk-str-def	173.3k XP/hr	383.2k GP/hr	125.3k cost gp/hr	3.1	171320	
Greater Nechryael	range	170.5k XP/hr	1.3m GP/hr	157.1k cost gp/hr	8.3	170956	
Greater Nechryael	range-def	179.4k XP/hr	2.3m GP/hr	165.3k cost gp/hr	14.0	170956	
Greater Nechryael	mage-def	177.6k XP/hr	1.4m GP/hr	163.7k cost gp/hr	8.5	170956	
Greater Nechryael	range	176.3k XP/hr	1.5m GP/hr	162.5k cost gp/hr	9.5	170956	
Greater Nechryael	mage	177.9k XP/hr	1.2m GP/hr	164k cost gp/hr	7.2	170956	
Greater Nechryael	atk-str-def	170.7k XP/hr	1.2m GP/hr	157.4k cost gp/hr	7.3	170954	
Wolf	atk-str-def	179.2k XP/hr	282.3k GP/hr	227.3k cost gp/hr	1.2	170340	
Wolf	range	173.1k XP/hr	272.6k GP/hr	219.5k cost gp/hr	1.2	170340	
Wolf	mage	171.5k XP/hr	270.2k GP/hr	217.5k cost gp/hr	1.2	170340	
Wolf	range-def	173.9k XP/hr	273.9k GP/hr	220.5k cost gp/hr	1.2	170340	
Wolf	mage-def	177.1k XP/hr	279k GP/hr	224.6k cost gp/hr	1.2	170340	
Wolf	atk-str-def	179.3k XP/hr	282.4k GP/hr	227.4k cost gp/hr	1.2	170340	
Wolf	range	169.7k XP/hr	267.3k GP/hr	215.2k cost gp/hr	1.2	170340	
Wolf	mage	171.1k XP/hr	269.5k GP/hr	217k cost gp/hr	1.2	170340	
Wolf	range-def	173.8k XP/hr	273.8k GP/hr	220.4k cost gp/hr	1.2	170340	
Wolf	mage-def	176.1k XP/hr	277.4k GP/hr	223.4k cost gp/hr	1.2	170340	
Suqah	mage	173.4k XP/hr	195.5k GP/hr	665.3k cost gp/hr	0.3	170189	
Mountain Troll	atk-str-def	172.5k XP/hr	336k GP/hr	462.9k cost gp/hr	0.7	169770	
Mountain Troll	range	176.8k XP/hr	197k GP/hr	474.6k cost gp/hr	0.4	169770	
Mountain Troll	mage	174.8k XP/hr	267.8k GP/hr	469.2k cost gp/hr	0.6	169770	
Mountain Troll	range-def	174.7k XP/hr	351.5k GP/hr	468.8k cost gp/hr	0.7	169770	
Mountain Troll	mage-def	177.4k XP/hr	270.1k GP/hr	476.1k cost gp/hr	0.6	169770	
Greater Nechryael	mage-def	174.4k XP/hr	1.3m GP/hr	162k cost gp/hr	7.7	169588	
Greater Nechryael	range	172.4k XP/hr	1.6m GP/hr	160.2k cost gp/hr	9.9	169588	
Greater Nechryael	range	169.4k XP/hr	1.6m GP/hr	157.4k cost gp/hr	10.0	169588	
Greater Nechryael	range-def	174.3k XP/hr	1.5m GP/hr	162k cost gp/hr	9.5	169588	
Greater Nechryael	range-def	178k XP/hr	2.7m GP/hr	165.4k cost gp/hr	16.1	169588	
Greater Nechryael	atk-str-def	175.9k XP/hr	1.4m GP/hr	163.4k cost gp/hr	8.4	169587	
Hill Giant	range	176k XP/hr	390.2k GP/hr	577.9k cost gp/hr	0.7	169264	
Hill Giant	mage	168.8k XP/hr	381.9k GP/hr	554.2k cost gp/hr	0.7	169264	
Hill Giant	range-def	172.5k XP/hr	388.9k GP/hr	566.3k cost gp/hr	0.7	169264	
Hill Giant	mage-def	177.6k XP/hr	398.2k GP/hr	583.1k cost gp/hr	0.7	169264	
Hill Giant	atk-str-def	167.8k XP/hr	363.5k GP/hr	550.9k cost gp/hr	0.7	169263	
Mithril Dragon	range	172.2k XP/hr	1.1m GP/hr	401.5k cost gp/hr	2.7	169189	
Mithril Dragon	mage	174.1k XP/hr	1.1m GP/hr	405.9k cost gp/hr	2.7	169189	
Mithril Dragon	range-def	170.8k XP/hr	1.1m GP/hr	398.1k cost gp/hr	2.8	169189	
Mithril Dragon	mage-def	171.6k XP/hr	1.1m GP/hr	399.9k cost gp/hr	2.7	169189	
Mithril Dragon	range	175k XP/hr	992k GP/hr	408k cost gp/hr	2.4	169189	
Mithril Dragon	mage	173.9k XP/hr	990.9k GP/hr	405.3k cost gp/hr	2.4	169189	
Mithril Dragon	range-def	175.4k XP/hr	1.2m GP/hr	408.9k cost gp/hr	3.0	169189	
Mithril Dragon	mage-def	178k XP/hr	1.2m GP/hr	415k cost gp/hr	3.0	169189	
Mithril Dragon	range	172.9k XP/hr	1m GP/hr	403.2k cost gp/hr	2.5	169189	
Mithril Dragon	mage	172.4k XP/hr	1.1m GP/hr	401.9k cost gp/hr	2.8	169189	
Mithril Dragon	range-def	176.2k XP/hr	1.1m GP/hr	410.8k cost gp/hr	2.6	169189	
Mithril Dragon	mage-def	173k XP/hr	1.1m GP/hr	403.3k cost gp/hr	2.8	169189	
Greater Nechryael	mage	171.2k XP/hr	1.6m GP/hr	160.4k cost gp/hr	9.7	168220	
Wolf	range	175.2k XP/hr	621.4k GP/hr	679.3k cost gp/hr	0.9	168175	
Abyssal Demon	range	166.7k XP/hr	811.7k GP/hr	252.3k cost gp/hr	3.2	167589	
Abyssal Demon	range-def	170.1k XP/hr	2.6m GP/hr	257.6k cost gp/hr	10.0	167589	
Abyssal Demon	atk-str-def	172.8k XP/hr	2.6m GP/hr	261.7k cost gp/hr	9.9	167589	
Abyssal Demon	atk-str-def	175.3k XP/hr	2.6m GP/hr	265.4k cost gp/hr	9.9	167589	
Abyssal Demon	mage	175.5k XP/hr	866.2k GP/hr	265.7k cost gp/hr	3.3	167589	
Aberrant Spectre	atk-str-def	170.5k XP/hr	666.2k GP/hr	334k cost gp/hr	2.0	167491	
Aberrant Spectre	range	169.2k XP/hr	698k GP/hr	331.4k cost gp/hr	2.1	167491	
Aberrant Spectre	mage	173.9k XP/hr	670.9k GP/hr	340.6k cost gp/hr	2.0	167491	
Aberrant Spectre	range-def	173.2k XP/hr	784.7k GP/hr	339.2k cost gp/hr	2.3	167491	
Aberrant Spectre	mage-def	171.8k XP/hr	735.6k GP/hr	336.4k cost gp/hr	2.2	167491	
Aberrant Spectre	atk-str-def	174.9k XP/hr	783.8k GP/hr	342.6k cost gp/hr	2.3	167491	
Aberrant Spectre	range	174.5k XP/hr	720.2k GP/hr	341.8k cost gp/hr	2.1	167491	
Aberrant Spectre	mage	170.1k XP/hr	723k GP/hr	333.2k cost gp/hr	2.2	167491	
Aberrant Spectre	range-def	170.2k XP/hr	667.2k GP/hr	333.3k cost gp/hr	2.0	167491	
Aberrant Spectre	mage-def	166.6k XP/hr	727.8k GP/hr	326.3k cost gp/hr	2.2	167491	
Greater Nechryael	mage	174.9k XP/hr	1.1m GP/hr	165.1k cost gp/hr	6.5	166853	
Greater Nechryael	atk-str-def	168.8k XP/hr	1.8m GP/hr	159.4k cost gp/hr	11.5	166851	
Abyssal Demon	mage	165.8k XP/hr	2.5m GP/hr	252.6k cost gp/hr	9.8	166554	
Abyssal Demon	mage-def	169.2k XP/hr	828.1k GP/hr	257.7k cost gp/hr	3.2	166554	
Abyssal Demon	range	167.2k XP/hr	800.9k GP/hr	254.7k cost gp/hr	3.1	166554	
Abyssal Demon	mage	169.5k XP/hr	750.2k GP/hr	258.3k cost gp/hr	2.9	166554	
Abyssal Demon	mage-def	171.3k XP/hr	803.3k GP/hr	260.9k cost gp/hr	3.1	166554	
Abyssal Demon	range	169.8k XP/hr	2.5m GP/hr	258.7k cost gp/hr	9.9	166554	
Abyssal Demon	range-def	174k XP/hr	2.6m GP/hr	265k cost gp/hr	9.7	166554	
Suqah	range	170k XP/hr	195k GP/hr	666.7k cost gp/hr	0.3	166497	
Greater Nechryael	range-def	167.2k XP/hr	1.3m GP/hr	159.2k cost gp/hr	8.1	165485	
Hydra	atk-str-def	165.6k XP/hr	1.2m GP/hr	466.1k cost gp/hr	2.7	165249	
Waterfiend	atk-str-def	171.7k XP/hr	744.7k GP/hr	441.6k cost gp/hr	1.7	164868	
Waterfiend	range	171.8k XP/hr	631.4k GP/hr	441.9k cost gp/hr	1.4	164868	
Waterfiend	mage	170.7k XP/hr	672.3k GP/hr	439.1k cost gp/hr	1.5	164868	
Waterfiend	range-def	164.9k XP/hr	561.1k GP/hr	424.1k cost gp/hr	1.3	164868	
Waterfiend	mage-def	164.4k XP/hr	754.1k GP/hr	423k cost gp/hr	1.8	164868	
Suqah	mage-def	172.3k XP/hr	212.1k GP/hr	683.1k cost gp/hr	0.3	164679	
Abyssal Demon	atk-str-def	171.1k XP/hr	2.5m GP/hr	263.9k cost gp/hr	9.5	164485	
Abyssal Demon	range-def	166k XP/hr	828.8k GP/hr	256.1k cost gp/hr	3.2	164485	
Greater Demon	mage	168k XP/hr	330.7k GP/hr	629.5k cost gp/hr	0.5	164164	
